
 Time			Nusselt			Peclet
1.0000e-07		0.000 		     	0.000
1.3500e-06		1.000 		     	0.000
4.1625e-06		1.000 		     	0.000
1.0491e-05		1.000 		     	0.000
2.4729e-05		1.000 		     	0.000
5.6765e-05		1.000 		     	0.000
1.2885e-04		1.000 		     	0.000
2.2885e-04		1.000 		     	0.000
3.2885e-04		1.000 		     	0.000
4.2885e-04		1.000 		     	0.000
5.2885e-04		1.000 		     	0.000
6.2885e-04		1.000 		     	0.000
7.2885e-04		1.000 		     	0.000
8.2885e-04		1.000 		     	0.000
9.2885e-04		1.000 		     	0.001
1.0288e-03		1.000 		     	0.022
1.1288e-03		1.000 		     	0.711
1.2288e-03		1.000 		     	23.397
1.3038e-03		1.000 		     	15.757
1.3913e-03		1.000 		     	40.425
1.4628e-03		1.000 		     	16.410
1.5378e-03		1.000 		     	11.616
1.6253e-03		1.000 		     	21.540
1.7003e-03		1.000 		     	15.818
1.7878e-03		1.000 		     	24.260
1.8628e-03		1.000 		     	18.946
1.9503e-03		1.000 		     	20.421
2.0486e-03		1.014 		     	184.598
2.1089e-03		1.000 		     	35.737
2.2089e-03		1.000 		     	40.090
2.2839e-03		1.000 		     	35.340
2.3714e-03		1.000 		     	33.685
2.4714e-03		1.001 		     	46.037
2.5413e-03		1.000 		     	33.797
2.6301e-03		1.000 		     	32.540
2.7301e-03		1.001 		     	45.133
2.8134e-03		1.000 		     	39.122
2.8884e-03		1.000 		     	37.703
2.9759e-03		1.000 		     	34.750
3.0759e-03		1.001 		     	48.873
3.1652e-03		1.004 		     	84.190
3.2277e-03		1.000 		     	33.348
3.3277e-03		1.000 		     	35.413
3.4128e-03		1.000 		     	36.918
3.4899e-03		1.000 		     	33.298
3.5805e-03		1.000 		     	32.744
3.6718e-03		1.000 		     	41.632
3.7610e-03		1.004 		     	79.597
3.8235e-03		1.000 		     	30.791
3.9235e-03		1.000 		     	30.664
4.0006e-03		1.000 		     	29.269
4.0912e-03		1.000 		     	28.699
4.1912e-03		1.002 		     	63.869
4.2537e-03		1.000 		     	28.523
4.3537e-03		1.000 		     	28.377
4.4537e-03		1.005 		     	102.121
4.5162e-03		1.001 		     	32.147
4.6162e-03		1.002 		     	33.728
4.6912e-03		1.002 		     	31.418
4.7787e-03		1.002 		     	30.320
4.8787e-03		1.003 		     	35.932
4.9537e-03		1.003 		     	32.797
5.0412e-03		1.004 		     	31.051
5.1412e-03		1.006 		     	54.374
5.2239e-03		1.006 		     	44.737
5.3050e-03		1.007 		     	42.602
5.3767e-03		1.007 		     	31.954
5.4675e-03		1.008 		     	31.786
5.5569e-03		1.009 		     	38.926
5.6293e-03		1.010 		     	31.336
5.7172e-03		1.012 		     	30.300
5.8172e-03		1.014 		     	41.592
5.8898e-03		1.016 		     	30.763
5.9800e-03		1.019 		     	30.119
6.0750e-03		1.023 		     	63.384
6.1572e-03		1.026 		     	41.804
6.2279e-03		1.029 		     	31.783
6.3132e-03		1.033 		     	30.346
6.4132e-03		1.039 		     	32.307
6.4984e-03		1.046 		     	35.132
6.5746e-03		1.053 		     	30.331
6.6639e-03		1.061 		     	29.668
6.7639e-03		1.073 		     	67.944
6.8264e-03		1.080 		     	29.876
6.9264e-03		1.095 		     	31.561
7.0061e-03		1.110 		     	30.456
7.1007e-03		1.129 		     	36.529
7.1826e-03		1.149 		     	41.233
7.2576e-03		1.170 		     	35.966
7.3451e-03		1.196 		     	33.422
7.4451e-03		1.234 		     	60.855
7.5183e-03		1.265 		     	34.285
7.6025e-03		1.308 		     	34.956
7.6857e-03		1.357 		     	35.229
7.7762e-03		1.419 		     	47.042
7.8623e-03		1.488 		     	66.313
7.9198e-03		1.543 		     	35.241
8.0198e-03		1.641 		     	34.859
8.1198e-03		1.761 		     	40.250
8.1948e-03		1.871 		     	37.334
8.2823e-03		2.001 		     	36.901
8.3823e-03		2.183 		     	48.769
8.4650e-03		2.359 		     	52.549
8.5331e-03		2.520 		     	39.176
8.6331e-03		2.778 		     	44.791
8.7081e-03		3.019 		     	43.404
8.7956e-03		3.288 		     	44.009
8.8940e-03		3.646 		     	54.547
8.9765e-03		3.975 		     	54.311
9.0444e-03		4.286 		     	49.888
9.1260e-03		4.632 		     	51.302
9.2116e-03		5.031 		     	53.196
9.2949e-03		5.432 		     	55.241
9.3735e-03		5.819 		     	57.312
9.4474e-03		6.184 		     	59.382
9.5175e-03		6.529 		     	61.446
9.5844e-03		6.856 		     	63.489
9.6488e-03		7.166 		     	65.509
9.7110e-03		7.462 		     	67.506
9.7715e-03		7.745 		     	69.479
9.8305e-03		8.019 		     	71.431
9.8882e-03		8.284 		     	73.364
9.9449e-03		8.545 		     	75.281
1.0001e-02		8.802 		     	77.187
1.0056e-02		9.057 		     	79.084
1.0111e-02		9.313 		     	80.977
1.0165e-02		9.569 		     	82.868
1.0219e-02		9.826 		     	84.764
1.0273e-02		10.085 		     	86.664
1.0327e-02		10.344 		     	88.573
1.0381e-02		10.604 		     	90.493
1.0435e-02		10.863 		     	92.425
1.0489e-02		11.118 		     	94.369
1.0543e-02		11.368 		     	96.327
1.0598e-02		11.611 		     	98.295
1.0652e-02		11.841 		     	100.249
1.0705e-02		12.053 		     	102.165
1.0758e-02		12.248 		     	104.045
1.0810e-02		12.424 		     	105.885
1.0861e-02		12.581 		     	107.685
1.0911e-02		12.718 		     	109.445
1.0961e-02		12.837 		     	111.165
1.1010e-02		12.937 		     	112.844
1.1059e-02		13.020 		     	114.480
1.1107e-02		13.086 		     	116.076
1.1155e-02		13.137 		     	117.632
1.1202e-02		13.174 		     	119.149
1.1249e-02		13.198 		     	120.624
1.1296e-02		13.210 		     	122.061
1.1342e-02		13.212 		     	123.460
1.1389e-02		13.205 		     	124.822
1.1435e-02		13.191 		     	126.150
1.1481e-02		13.170 		     	127.444
1.1526e-02		13.143 		     	128.706
1.1572e-02		13.112 		     	129.935
1.1617e-02		13.078 		     	131.134
1.1663e-02		13.041 		     	132.304
1.1708e-02		13.001 		     	133.447
1.1753e-02		12.961 		     	134.564
1.1798e-02		12.919 		     	135.658
1.1843e-02		12.876 		     	136.728
1.1888e-02		12.834 		     	137.778
1.1934e-02		12.791 		     	138.809
1.1979e-02		12.747 		     	139.822
1.2025e-02		12.704 		     	140.818
1.2070e-02		12.660 		     	141.799
1.2116e-02		12.615 		     	142.767
1.2162e-02		12.569 		     	143.721
1.2209e-02		12.522 		     	144.664
1.2256e-02		12.473 		     	145.596
1.2303e-02		12.421 		     	146.518
1.2351e-02		12.367 		     	147.430
1.2399e-02		12.309 		     	148.332
1.2447e-02		12.247 		     	149.224
1.2496e-02		12.180 		     	150.107
1.2546e-02		12.108 		     	150.979
1.2596e-02		12.031 		     	151.840
1.2646e-02		11.949 		     	152.689
1.2697e-02		11.860 		     	153.525
1.2749e-02		11.766 		     	154.348
1.2800e-02		11.667 		     	155.156
1.2853e-02		11.562 		     	155.948
1.2905e-02		11.455 		     	156.713
1.2957e-02		11.344 		     	157.453
1.3008e-02		11.231 		     	158.169
1.3060e-02		11.115 		     	158.863
1.3112e-02		10.998 		     	159.537
1.3164e-02		10.878 		     	160.191
1.3216e-02		10.757 		     	160.827
1.3269e-02		10.634 		     	161.446
1.3322e-02		10.508 		     	162.050
1.3376e-02		10.380 		     	162.636
1.3429e-02		10.252 		     	163.195
1.3481e-02		10.124 		     	163.725
1.3533e-02		9.995 		     	164.226
1.3584e-02		9.866 		     	164.700
1.3634e-02		9.737 		     	165.148
1.3684e-02		9.606 		     	165.570
1.3733e-02		9.475 		     	165.966
1.3782e-02		9.343 		     	166.338
1.3830e-02		9.209 		     	166.685
1.3877e-02		9.075 		     	167.009
1.3924e-02		8.939 		     	167.310
1.3971e-02		8.803 		     	167.589
1.4018e-02		8.666 		     	167.845
1.4064e-02		8.528 		     	168.080
1.4109e-02		8.390 		     	168.293
1.4155e-02		8.253 		     	168.485
1.4200e-02		8.115 		     	168.657
1.4246e-02		7.978 		     	168.808
1.4291e-02		7.843 		     	168.940
1.4336e-02		7.708 		     	169.052
1.4381e-02		7.576 		     	169.144
1.4426e-02		7.445 		     	169.218
1.4470e-02		7.317 		     	169.273
1.4515e-02		7.192 		     	169.310
1.4560e-02		7.071 		     	169.330
1.4605e-02		6.954 		     	169.333
1.4650e-02		6.841 		     	169.320
1.4694e-02		6.733 		     	169.291
1.4739e-02		6.631 		     	169.247
1.4784e-02		6.534 		     	169.190
1.4830e-02		6.444 		     	169.120
1.4875e-02		6.360 		     	169.037
1.4920e-02		6.283 		     	168.944
1.4966e-02		6.213 		     	168.840
1.5012e-02		6.151 		     	168.728
1.5058e-02		6.098 		     	168.608
1.5104e-02		6.053 		     	168.481
1.5150e-02		6.017 		     	168.350
1.5197e-02		5.991 		     	168.214
1.5244e-02		5.974 		     	168.075
1.5291e-02		5.967 		     	167.934
1.5338e-02		5.971 		     	167.793
1.5386e-02		5.986 		     	167.652
1.5433e-02		6.011 		     	167.514
1.5481e-02		6.048 		     	167.380
1.5530e-02		6.096 		     	167.250
1.5578e-02		6.155 		     	167.126
1.5627e-02		6.226 		     	167.010
1.5676e-02		6.308 		     	166.904
1.5726e-02		6.401 		     	166.808
1.5775e-02		6.505 		     	166.724
1.5825e-02		6.620 		     	166.654
1.5876e-02		6.746 		     	166.600
1.5926e-02		6.881 		     	166.561
1.5977e-02		7.026 		     	166.541
1.6028e-02		7.181 		     	166.540
1.6080e-02		7.343 		     	166.559
1.6132e-02		7.514 		     	166.600
1.6184e-02		7.691 		     	166.664
1.6235e-02		7.871 		     	166.750
1.6286e-02		8.053 		     	166.857
1.6336e-02		8.237 		     	166.985
1.6386e-02		8.421 		     	167.134
1.6435e-02		8.605 		     	167.302
1.6483e-02		8.789 		     	167.490
1.6531e-02		8.971 		     	167.697
1.6579e-02		9.151 		     	167.922
1.6626e-02		9.329 		     	168.165
1.6673e-02		9.503 		     	168.424
1.6719e-02		9.675 		     	168.700
1.6765e-02		9.843 		     	168.991
1.6810e-02		10.006 		     	169.297
1.6855e-02		10.164 		     	169.617
1.6900e-02		10.318 		     	169.950
1.6944e-02		10.465 		     	170.296
1.6988e-02		10.607 		     	170.654
1.7032e-02		10.743 		     	171.023
1.7075e-02		10.873 		     	171.402
1.7118e-02		10.997 		     	171.791
1.7160e-02		11.114 		     	172.189
1.7203e-02		11.225 		     	172.596
1.7245e-02		11.330 		     	173.010
1.7287e-02		11.428 		     	173.432
1.7328e-02		11.521 		     	173.861
1.7370e-02		11.607 		     	174.295
1.7411e-02		11.688 		     	174.736
1.7452e-02		11.764 		     	175.183
1.7493e-02		11.834 		     	175.635
1.7533e-02		11.899 		     	176.092
1.7574e-02		11.960 		     	176.554
1.7615e-02		12.015 		     	177.020
1.7655e-02		12.067 		     	177.492
1.7696e-02		12.114 		     	177.968
1.7736e-02		12.156 		     	178.449
1.7777e-02		12.194 		     	178.934
1.7817e-02		12.228 		     	179.424
1.7858e-02		12.257 		     	179.919
1.7898e-02		12.282 		     	180.419
1.7939e-02		12.303 		     	180.923
1.7980e-02		12.318 		     	181.431
1.8021e-02		12.329 		     	181.944
1.8063e-02		12.334 		     	182.461
1.8104e-02		12.334 		     	182.981
1.8146e-02		12.329 		     	183.504
1.8187e-02		12.317 		     	184.028
1.8229e-02		12.300 		     	184.550
1.8271e-02		12.277 		     	185.070
1.8312e-02		12.248 		     	185.588
1.8354e-02		12.213 		     	186.104
1.8397e-02		12.172 		     	186.619
1.8439e-02		12.124 		     	187.132
1.8482e-02		12.070 		     	187.638
1.8524e-02		12.011 		     	188.131
1.8566e-02		11.947 		     	188.610
